first,last,nickname,height,weight,reach,stance,w,l,d,belt,SLpM,Str. Acc.,SApM,Str. Def,TD Avg,TD Acc.,TD Def.,Sub. Avg.
Lance,Benoist,n/a,"5' 11""",170 lbs.,"73.0""",Southpaw,7,2,0,n/a,3.68,51%,2.7,56%,1.5,33%,61%,0
Joe,Benoit,n/a,"5' 9""",170 lbs.,n/a,Orthodox,11,4,0,n/a,0,0%,0,100%,0,0%,0%,0
Ryan,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,9,5,0,n/a,2.08,32%,3.16,60%,0.31,25%,59%,0.3
Pat,Benson,n/a,"5' 9""",155 lbs.,n/a,n/a,3,6,2,n/a,0,0%,0,0%,0,0%,0%,0
Len,Bentley,n/a,"5' 9""",155 lbs.,n/a,n/a,9,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Steve,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,n/a,Orthodox,21,22,2,n/a,1,27%,3.26,36%,0.84,40%,16%,1.7
Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,n/a,n/a,6,1,1,n/a,2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,"73.0""",Orthodox,5,1,0,n/a,3.58,36%,4.81,62%,1.76,40%,0%,0
Dennis,Bermudez,The Menace,"5' 6""",145 lbs.,"66.0""",Orthodox,17,5,0,n/a,4.27,45%,2.73,57%,4.24,45%,91%,1.3
Dave,Berry,n/a,n/a,n/a,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Keith,Berry,n/a,"6' 1""",185 lbs.,n/a,n/a,10,9,0,n/a,0,0%,7.5,45%,0,0%,0%,0
Dieusel,Berto,n/a,"5' 9""",200 lbs.,n/a,n/a,0,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Edson,Berto,Little Tiger,"5' 6""",155 lbs.,n/a,Orthodox,16,9,1,n/a,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen,Berube,Monstah Lobstah,"5' 8""",155 lbs.,n/a,Orthodox,4,3,0,n/a,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Scott,Bessac,n/a,"6' 4""",245 lbs.,n/a,n/a,4,6,0,n/a,0,0%,0,0%,0,0%,0%,0
Matt,Bessette,The Mangler,"5' 10""",145 lbs.,n/a,n/a,16,7,0,n/a,5.59,52%,2.32,70%,2.18,50%,100%,1.1
Fernando,Bettega,n/a,n/a,170 lbs.,n/a,n/a,7,5,0,n/a,0,0%,0,0%,0,0%,0%,0
David,Bielkheden,n/a,"5' 10""",155 lbs.,"71.0""",Orthodox,16,9,0,n/a,1.11,57%,1.64,54%,2.65,63%,14%,0
Jeremiah,Billington,n/a,"5' 9""",205 lbs.,n/a,Orthodox,11,2,0,n/a,1.6,62%,7.06,35%,0,0%,50%,0
Scott,Bills,n/a,"5' 10""",170 lbs.,n/a,n/a,8,9,1,n/a,0,0%,0,0%,0,0%,0%,0
Anthony,Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,13,3,0,n/a,3.98,35%,2.26,66%,0.68,16%,83%,0
Michael,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,31,7,0,n/a,4.44,38%,2.63,66%,1.1,43%,64%,0.3
Amaury,Bitetti,n/a,"5' 9""",185 lbs.,n/a,Orthodox,5,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Jan,Blachowicz,n/a,"6' 2""",205 lbs.,"78.0""",Orthodox,19,6,0,n/a,3.28,49%,3.45,48%,1.21,55%,33%,0.2
Jason,Black,The Black Legion,"5' 8""",155 lbs.,n/a,Orthodox,23,4,1,n/a,1.06,47%,2.6,45%,0.48,33%,28%,6.2
Brad,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1,n/a,4.55,35%,3.59,65%,0.93,50%,76%,0.7
Jason,Blackford,n/a,n/a,n/a,n/a,n/a,2,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Tom,Blackledge,n/a,n/a,205 lbs.,n/a,n/a,10,7,0,n/a,2.91,61%,2.55,46%,0,0%,75%,0
Maximo,Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1,n/a,4.11,44%,3.19,66%,1.85,36%,63%,0.3
David,Blanco,n/a,"5' 7""",145 lbs.,n/a,n/a,2,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Curtis,Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,6,1,0,n/a,4.46,54%,3.35,56%,6.16,58%,0%,0
Arlene,Blencowe,Angerfist,"5' 5""",145 lbs.,n/a,n/a,7,5,0,n/a,2.31,43%,2.1,43%,0,0%,55%,0.6
Byron,Bloodworth,n/a,"5' 8""",135 lbs.,"69.0""",Orthodox,6,3,0,n/a,1.82,28%,5.18,50%,0,0%,0%,0
Dan,Bobish,n/a,"6' 2""",345 lbs.,n/a,Southpaw,17,9,0,n/a,2.06,44%,1.74,34%,2.44,42%,0%,1.6
Mark,Bocek,n/a,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0,n/a,2.34,43%,2.32,60%,3.65,36%,31%,1.3
Kyle,Bochniak,Crash,"5' 7""",145 lbs.,"70.0""",Orthodox,7,1,0,n/a,3.1,34%,4.9,62%,1,25%,88%,0
Jeremy,Boczulak,n/a,n/a,n/a,n/a,n/a,0,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Tim,Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,20,10,0,n/a,2.88,50%,2.82,56%,1.68,35%,58%,0.9
Jay,Bogan,n/a,n/a,145 lbs.,n/a,n/a,6,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Derek,Bohi,Marshmallow,"6' 4""",260 lbs.,n/a,n/a,6,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Jerry,Bohlander,n/a,"5' 11""",199 lbs.,n/a,Orthodox,11,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Kotetsu,Boku,n/a,"5' 9""",154 lbs.,n/a,Orthodox,18,7,2,n/a,2.47,42%,2.8,53%,0,0%,0%,0
Kyle,Bolt,n/a,"6' 2""",185 lbs.,n/a,n/a,8,4,0,n/a,7.27,52%,7.27,45%,0,0%,0%,0
Luc,Bondole,n/a,"6' 2""",205 lbs.,n/a,n/a,5,1,2,n/a,3.35,51%,2.04,62%,0,0%,0%,1.8
Tony,Bonello,The Gun,"6' 2""",185 lbs.,n/a,n/a,16,2,1,n/a,0.62,33%,12.62,10%,0,0%,0%,0
Jesse,Bongfeldt,Water,"6' 0""",185 lbs.,n/a,Orthodox,15,5,1,n/a,2.91,62%,1.01,50%,1.51,33%,33%,0
Marcos,Bonilla,Murder Marx,"5' 10""",145 lbs.,n/a,n/a,1,2,0,n/a,0.47,12%,0.47,94%,0,0%,0%,0
Stephan,Bonnar,The American Psycho,"6' 4""",205 lbs.,"78.0""",Orthodox,17,8,0,n/a,2.76,38%,3.01,52%,1.32,40%,60%,1
Ray,Borg,The Tazmexican Devil,"5' 4""",125 lbs.,"63.0""",Orthodox,10,2,0,n/a,1.33,51%,1.65,54%,3.79,55%,50%,2.2
Igor,Borisov,n/a,"6' 0""",235 lbs.,n/a,Orthodox,1,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Steve,Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0,n/a,5.99,52%,5.38,50%,0.92,33%,100%,0
Marcus,Bossett,The Grasshopper,"6' 1""",215 lbs.,n/a,Orthodox,1,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Chris,Bostick,n/a,n/a,n/a,n/a,n/a,6,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Poliana,Botelho,n/a,"5' 8""",125 lbs.,n/a,n/a,5,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Francois,Botha,White Buffalo,"6' 2""",260 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,1.05,77%,0,0%,0%,0
Gregory,Bouchelaghem,n/a,"6' 2""",183 lbs.,n/a,Switch,5,4,0,n/a,0.27,21%,1.53,36%,0,0%,50%,0
Roy,Boughton,Black Dynamite,"6' 0""",205 lbs.,n/a,n/a,12,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Rich,Bouphanouvong,n/a,"5' 7""",170 lbs.,n/a,n/a,1,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Mike,Bourke,The Rhino,"6' 0""",275 lbs.,n/a,Orthodox,10,16,1,n/a,0,0%,0,0%,0,0%,0%,0
Jess,Bouscal,n/a,n/a,155 lbs.,n/a,n/a,3,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Tai,Bowden,n/a,"5' 11""",230 lbs.,n/a,n/a,1,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Melton,Bowen,The Punisher,"6' 0""",225 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Brian,Bowles,n/a,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0,n/a,2.36,26%,2.98,64%,1.39,70%,54%,1.4
Roger,Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,11,5,0,n/a,3.9,47%,3.86,51%,3.09,43%,27%,0.9
Blake,Bowman,n/a,"6' 2""",170 lbs.,n/a,n/a,2,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Ashe,Bowman,The Archer,"5' 9""",155 lbs.,n/a,n/a,9,10,0,n/a,2.43,42%,4.86,57%,0,0%,0%,0
Kyle,Bradley,n/a,"5' 9""",155 lbs.,"71.0""",Orthodox,15,8,0,n/a,1.99,40%,3.45,58%,0.65,50%,40%,0
Paul,Bradley,The Gentleman,"5' 9""",170 lbs.,n/a,Orthodox,18,3,0,n/a,2.26,32%,4.13,56%,1.12,16%,100%,0
Ebenezer Fontes,Braga,Pitbull,"6' 0""",199 lbs.,n/a,Orthodox,13,7,2,n/a,2.42,50%,0.42,71%,0,0%,90%,0.6
Joe,Brammer,The South Side Strangler,"5' 8""",155 lbs.,n/a,Orthodox,7,3,1,n/a,2.15,31%,2.8,56%,0.81,50%,50%,0
Dave,Branch,n/a,"6' 1""",185 lbs.,"79.0""",Orthodox,9,2,0,n/a,1.16,47%,0.57,71%,2.43,34%,28%,0
Diego,Brandao,DB,"5' 7""",145 lbs.,"68.0""",Orthodox,24,11,0,n/a,2.94,47%,3.38,62%,3.21,68%,80%,0.6
Michael,Bravo,n/a,n/a,155 lbs.,n/a,n/a,7,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Martin,Bravo,El Toro,"5' 8""",155 lbs.,"71.0""",Southpaw,12,0,0,n/a,8.1,46%,4.19,57%,0,0%,83%,0
Tom,Breese,n/a,"6' 3""",170 lbs.,"73.0""",Southpaw,10,1,0,n/a,3.61,49%,2.65,63%,0,0%,72%,0.4
Chris,Brennan,The Westside Strangler,"5' 8""",170 lbs.,n/a,Orthodox,19,13,1,n/a,0.6,40%,0.97,50%,0,0%,25%,2.1
Charlie,Brenneman,The Spaniard,"5' 10""",155 lbs.,"72.0""",Orthodox,19,8,0,n/a,1.52,56%,1.55,46%,4.23,42%,72%,0
Mack,Brewer,n/a,n/a,205 lbs.,n/a,n/a,0,1,0,n/a,0,0%,6.67,36%,0,0%,0%,0
Jason,Brilz,Hitman,"5' 11""",205 lbs.,"71.0""",Orthodox,18,5,1,n/a,2.66,40%,1.78,65%,2.37,25%,25%,1.3
Marcus,Brimage,The Bama Beast,"5' 4""",135 lbs.,"71.0""",Southpaw,7,5,0,n/a,3.97,35%,3.64,56%,0.56,100%,80%,0
Aaron,Brink,n/a,"6' 3""",205 lbs.,n/a,Orthodox,25,21,0,n/a,3.49,42%,5.71,57%,0,0%,0%,0
Henry,Briones,Bure,"5' 8""",135 lbs.,"69.0""",n/a,19,6,1,n/a,3.91,42%,4.99,56%,0,0%,44%,0.4
Marcelo,Brito,Jungle Boy,"6' 1""",170 lbs.,n/a,Orthodox,8,5,0,n/a,0.6,20%,3.53,55%,0,0%,50%,0
Antwain,Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",n/a,11,5,0,n/a,1.46,39%,2.81,44%,1.56,40%,50%,0
Drew,Brokenshire,n/a,n/a,n/a,n/a,n/a,4,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Mike,Bronzoulis,The Greek,"6' 0""",155 lbs.,n/a,n/a,13,3,1,n/a,1.13,34%,2.54,37%,0,0%,33%,0
Jonathan,Brookins,n/a,"6' 0""",145 lbs.,"73.0""",Southpaw,14,6,0,n/a,2.69,39%,3.63,56%,1.94,17%,80%,0.3
Will,Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18,2,0,n/a,4.15,58%,2.42,55%,1.98,51%,86%,0.1
CM,Punk,CM Punk,"6' 1""",170 lbs.,"73.0""",Orthodox,0,1,0,n/a,0,0%,8.96,37%,0,0%,0%,0
Rob,Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",n/a,15,7,1,n/a,2.83,60%,2.54,51%,0,0%,26%,3.2
Lee,Brousseau,Manimal,"6' 1""",205 lbs.,n/a,n/a,5,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,22,16,0,n/a,3.76,53%,2.63,56%,1.6,46%,62%,1.7
Mike,Brown,n/a,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0,n/a,2.98,44%,2.45,60%,3.23,40%,66%,0.6
Dominic,Brown,n/a,"5' 11""",190 lbs.,n/a,n/a,14,21,0,n/a,0,0%,0,0%,0,0%,0%,0
Todd,Brown,Bulldog,"5' 11""",205 lbs.,n/a,Orthodox,15,4,0,n/a,2.15,45%,3.85,48%,0,0%,50%,0
Terrell,Brown,n/a,n/a,185 lbs.,n/a,n/a,3,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Chris,Brown,n/a,n/a,170 lbs.,n/a,n/a,6,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Frederick,Brown,n/a,"6' 0""",235 lbs.,n/a,n/a,3,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Randy,Brown,Rudeboy,"6' 3""",170 lbs.,"78.0""",Orthodox,9,1,0,n/a,2.85,46%,2.27,54%,1.15,33%,80%,1.1
Damien,Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,9,0,n/a,2.19,36%,2.5,47%,0.46,25%,37%,0.9
Humberto,Brown,El Gato Negro,"5' 10""",145 lbs.,"71.0""",n/a,4,5,0,n/a,1.71,50%,2.19,62%,1.43,25%,0%,0
Travis,Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18,5,1,n/a,2.88,40%,4.15,43%,1.25,71%,83%,0.2
Junie,Browning,n/a,"5' 9""",155 lbs.,n/a,Orthodox,4,5,0,n/a,3.76,48%,1.76,66%,3.53,66%,0%,3.5
Jules,Bruchez,n/a,"6' 0""",205 lbs.,n/a,Southpaw,1,2,0,n/a,0.69,50%,5.52,46%,0,0%,0%,0
Justin,Bruckmann,Loaf,"5' 9""",170 lbs.,n/a,Orthodox,7,3,0,n/a,0.59,66%,5.91,16%,0,0%,33%,0
Steve,Bruno,Hollywood,"5' 10""",170 lbs.,n/a,Orthodox,14,5,0,n/a,0.96,52%,3.38,36%,1.94,25%,46%,0.4
Fernando,Bruno,Acougueiro,"5' 6""",145 lbs.,"70.0""",n/a,16,4,0,n/a,1.75,39%,1.78,48%,2.02,22%,56%,0.5
Derek,Brunson,n/a,"6' 1""",185 lbs.,"77.0""",Southpaw,16,4,0,n/a,3.03,45%,2.57,51%,3.37,34%,100%,0.8
Josh,Bryant,The Beast,"5' 10""",185 lbs.,n/a,Orthodox,12,1,0,n/a,1.1,20%,6.1,43%,0,0%,0%,0
Justin,Buchholz,n/a,"6' 0""",155 lbs.,"73.0""",Orthodox,12,6,0,n/a,2.35,26%,4.14,51%,0,0%,33%,0.8
Zak,Bucia,n/a,"5' 10""",170 lbs.,n/a,n/a,7,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Courtney,Buck,n/a,"5' 10""",135 lbs.,n/a,Orthodox,10,5,0,n/a,1.49,28%,3.24,54%,0,0%,33%,0
Julia,Budd,n/a,"5' 7""",145 lbs.,"67.0""",n/a,3,1,0,n/a,3.4,76%,0.81,47%,2.43,62%,83%,0
Mike,Budnik,n/a,"5' 9""",145 lbs.,"68.0""",Orthodox,11,4,0,n/a,0.65,52%,0.95,53%,0,0%,0%,3.4
Francisco,Bueno,n/a,"5' 9""",225 lbs.,n/a,Orthodox,5,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Paul,Buentello,The Headhunter,"6' 2""",245 lbs.,"77.0""",Orthodox,29,14,0,n/a,3.29,45%,3.83,52%,0.19,33%,39%,0.4
Lee Kwan,Bum,n/a,"6' 2""",286 lbs.,n/a,Orthodox,0,1,0,n/a,0.71,14%,0,100%,0,0%,0%,0
Josh,Bumgarner,n/a,"6' 1""",170 lbs.,n/a,n/a,6,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Shawn,Bunch,Bunch the Great,"5' 5""",135 lbs.,n/a,n/a,4,2,0,n/a,0,0%,1.55,55%,0,0%,50%,0
Shane,Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,8,0,0,n/a,4.87,38%,3.73,72%,1,100%,91%,0
Joshua,Burkman,The People's Warrior,"5' 10""",170 lbs.,"72.0""",Orthodox,29,14,0,n/a,2.7,43%,3.01,52%,2.62,37%,74%,0.3
Mikey,Burnett,The Eastside Assassin,"5' 6""",170 lbs.,n/a,Orthodox,5,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Kevin,Burns,The Fire,"5' 10""",170 lbs.,"74.0""",Orthodox,9,5,0,n/a,2.74,38%,4.3,52%,0.28,50%,47%,0.8
Gilbert,Burns,Durinho,"5' 10""",155 lbs.,"71.0""",Orthodox,11,2,0,n/a,2.24,36%,3.4,56%,1.95,30%,36%,1.1
Josh,Burns,The Hammer,"6' 1""",244 lbs.,n/a,n/a,0,1,0,n/a,2.4,48%,5.73,32%,0,0%,100%,0
Derrick,Burnsed,n/a,n/a,155 lbs.,n/a,n/a,8,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Nah-Shon,Burrell,The Rock n Rolla,"5' 11""",170 lbs.,"73.0""",Orthodox,9,3,0,n/a,4.83,47%,3.45,56%,0,0%,52%,0.3
Martin,Buschkamp,Barracuda,"5' 9""",145 lbs.,"70.0""",Orthodox,9,0,0,n/a,0,0%,0,0%,0,0%,0%,0
George,Bush,n/a,"6' 1""",205 lbs.,n/a,n/a,5,2,0,n/a,6.35,64%,2.31,55%,17.31,66%,0%,0
Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,"73.0""",Orthodox,8,3,0,n/a,0.63,55%,7.01,25%,2.82,50%,60%,0
Murilo,Bustamante,n/a,"6' 2""",183 lbs.,n/a,Orthodox,14,8,1,n/a,1.33,32%,1.9,60%,2.46,33%,54%,1.2
Nick,Bustamante,n/a,"5' 9""",170 lbs.,n/a,n/a,3,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Eduardo,Bustillos,n/a,"5' 8""",135 lbs.,n/a,n/a,4,2,0,n/a,2.61,59%,6.22,35%,0,0%,100%,0
Jason,Butcher,n/a,"6' 3""",185 lbs.,n/a,n/a,8,2,0,n/a,1.82,40%,2.73,25%,13.64,50%,0%,0
Todd,Butler,n/a,"6' 1""",200 lbs.,n/a,Southpaw,1,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Goldman,Butler,n/a,n/a,n/a,n/a,n/a,1,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Ian,Butler,n/a,"5' 8""",155 lbs.,n/a,n/a,1,2,0,n/a,2.09,14%,6.69,36%,0,0%,50%,0
Raphael,Butler,The Silencer,"6' 3""",261 lbs.,n/a,n/a,9,2,1,n/a,4.69,45%,0.94,91%,0,0%,100%,14.1
Steve,Byrnes,The Sergeant,"6' 0""",170 lbs.,n/a,Orthodox,6,1,0,n/a,1.2,51%,2.67,27%,3,60%,0%,4
Michael,Byrnes,n/a,"5' 11""",155 lbs.,n/a,n/a,5,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Yan,Cabral,n/a,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0,n/a,2.02,47%,1.98,62%,2.89,35%,37%,1.2
Alvin,Cacdac,n/a,"5' 6""",125 lbs.,n/a,Orthodox,16,11,0,n/a,1.21,66%,0.61,0%,0,0%,0%,0
Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,12,9,0,n/a,3.76,49%,2.45,63%,0.71,81%,56%,0.9
Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,n/a,Orthodox,5,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Joanne,Calderwood,JoJo,"5' 6""",125 lbs.,"65.0""",n/a,11,2,0,n/a,6.92,54%,4.65,44%,2.46,57%,66%,0
Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,n/a,n/a,8,0,0,n/a,0.85,34%,0.57,60%,3.41,66%,100%,0.8
Joe,Camacho,n/a,"5' 9""",155 lbs.,n/a,Orthodox,13,16,3,n/a,0.31,17%,5,42%,0,0%,0%,0
Fabricio,Camoes,Morango,"5' 10""",155 lbs.,"73.0""",Orthodox,14,9,1,n/a,1.29,33%,1.85,61%,2.34,32%,20%,1.5
Chris,Camozzi,n/a,"6' 2""",185 lbs.,"76.0""",Orthodox,24,12,0,n/a,3.78,44%,2.99,57%,0.29,19%,59%,0.4
Brian,Camozzi,The Mantis,"6' 2""",170 lbs.,"78.0""",Orthodox,7,3,0,n/a,1.71,31%,6.55,48%,0,0%,0%,2.3
Mike,Campbell,The Beast,"5' 9""",155 lbs.,n/a,Southpaw,9,4,0,n/a,1.4,26%,1.4,63%,5.26,100%,0%,0
Thomas,Campbell,n/a,n/a,n/a,n/a,n/a,2,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Shane,Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,12,6,0,n/a,3.99,59%,3.19,55%,1.36,28%,82%,0
John,Campetella,n/a,"5' 9""",235 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Wagner,Campos,Galeto,"5' 6""",145 lbs.,n/a,Southpaw,11,4,0,n/a,1.54,41%,2.53,51%,2.71,100%,0%,0
Derek,Campos,The Stallion,"5' 9""",155 lbs.,n/a,n/a,16,6,0,n/a,2.41,23%,10.34,44%,0,0%,0%,0
Will,Campuzano,n/a,"5' 9""",125 lbs.,"70.0""",Orthodox,13,6,0,n/a,2.43,31%,3.82,57%,0.88,45%,48%,0.2
Chico,Camus,The King,"5' 6""",125 lbs.,"66.0""",Orthodox,14,7,0,n/a,2.58,41%,2.46,64%,0.77,40%,72%,0.4
Asbel,Cancio,n/a,"5' 10""",225 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Luiz,Cane,Banha,"6' 2""",185 lbs.,"77.0""",Southpaw,12,5,0,n/a,4.79,41%,5,60%,0.56,28%,100%,0.3
Guido,Cannetti,Ninja,"5' 6""",135 lbs.,"68.0""",Southpaw,7,3,0,n/a,3.08,54%,2.07,55%,3.45,55%,93%,0
Jared,Cannonier,The Killa Gorilla,"5' 11""",240 lbs.,"77.0""",Switch,9,1,0,n/a,4.64,64%,3.38,66%,0,0%,40%,0
Jose,Canseco,n/a,"6' 4""",240 lbs.,n/a,Orthodox,0,1,0,n/a,0.78,10%,4.68,62%,0,0%,0%,0
Cody,Canterbury,n/a,"5' 8""",155 lbs.,n/a,n/a,1,10,0,n/a,0,0%,0,0%,0,0%,0%,0
Bo,Cantrell,Redrum,"6' 2""",235 lbs.,n/a,Orthodox,10,10,0,n/a,3.16,16%,12.63,0%,0,0%,0%,0
Steve,Cantwell,The Robot,"6' 2""",185 lbs.,"75.0""",Orthodox,7,6,0,n/a,3.63,34%,5.76,55%,0.65,30%,80%,0.7
Frank,Caracci,n/a,n/a,n/a,n/a,n/a,2,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Gina,Carano,Conviction,"5' 8""",145 lbs.,n/a,Orthodox,7,1,0,n/a,4.5,47%,2.66,64%,1.24,80%,81%,1.6
Dos,Caras Jr.,n/a,"6' 4""",225 lbs.,n/a,Orthodox,9,5,0,n/a,0.77,23%,1.2,59%,0,0%,72%,0
Bryan,Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21,8,0,n/a,2.25,33%,3.07,57%,2.82,34%,80%,0.9
Remo,Cardarelli,n/a,n/a,135 lbs.,n/a,n/a,5,2,0,n/a,2.27,47%,1.47,59%,0,0%,100%,0
Phil,Cardella,n/a,"5' 11""",155 lbs.,n/a,n/a,8,5,0,n/a,2.47,50%,2,57%,0,0%,11%,2.5
Edgar,Cardenas,Kitty Katt,n/a,145 lbs.,n/a,n/a,3,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Chris,Cariaso,Kamikaze,"5' 3""",125 lbs.,"63.0""",Southpaw,17,8,0,n/a,3.35,43%,2.23,61%,1.11,39%,57%,0.8
Ronald,Carillo,n/a,n/a,125 lbs.,n/a,n/a,2,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Rafael,Carino,n/a,"6' 8""",245 lbs.,n/a,Orthodox,2,1,1,n/a,0,0%,0,0%,0,0%,0%,0
Don,Carlo-Clauss,n/a,n/a,170 lbs.,n/a,n/a,7,5,0,n/a,1.44,30%,7.68,43%,0,0%,66%,0
Antonio,Carlos Junior,Cara de Sapato,"6' 2""",185 lbs.,"79.0""",Orthodox,8,2,0,n/a,1.91,43%,1.94,53%,4,44%,58%,0.7
Francis,Carmont,Limitless,"6' 3""",205 lbs.,"78.0""",Orthodox,23,10,0,n/a,2.22,42%,1.64,59%,1.79,36%,73%,0.6
Liz,Carmouche,Girlrilla,"5' 6""",135 lbs.,"66.0""",Orthodox,10,5,0,n/a,3.27,54%,2.8,60%,2.81,46%,66%,0.2
Roan,Carneiro,Jucao,"5' 11""",170 lbs.,"74.0""",Orthodox,21,10,0,n/a,1.49,48%,1.8,61%,3.64,46%,100%,1.7
Renato,Moicano,Moicano,"5' 11""",145 lbs.,"72.0""",Orthodox,10,0,1,n/a,3.91,38%,2.64,64%,0.64,50%,62%,0.6
Gabriel,Carrasco,n/a,"5' 6""",135 lbs.,n/a,n/a,7,0,0,n/a,4.15,37%,1.53,80%,0,0%,100%,0
Cody,Carrillo,n/a,"5' 10""",155 lbs.,n/a,n/a,8,11,0,n/a,0,0%,0,0%,0,0%,0%,0
Cain,Carrizosa,The Insane,"5' 8""",155 lbs.,"74.0""",Orthodox,6,2,0,n/a,2.72,42%,5.8,51%,0,0%,14%,0
Roger,Carroll,The Leprechaun,"5' 10""",170 lbs.,n/a,n/a,16,12,0,n/a,7.62,61%,10.48,43%,0,0%,100%,0
Jonny,Carson,n/a,"5' 10""",155 lbs.,n/a,n/a,9,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Scott,Carson,n/a,"6' 2""",215 lbs.,n/a,n/a,4,2,0,n/a,0.62,66%,6.22,23%,0,0%,0%,0
Shonie,Carter,Mr. International,"5' 10""",170 lbs.,n/a,Southpaw,50,27,7,n/a,1.62,36%,2.32,47%,0.75,66%,75%,0
Bruno,Carvalho,n/a,"5' 8""",154 lbs.,n/a,n/a,6,2,0,n/a,0.6,45%,0.93,53%,0,0%,66%,4
Antonio,Carvalho,Pato,"5' 9""",145 lbs.,"68.0""",Orthodox,15,6,0,n/a,3.03,29%,3.62,64%,0,0%,100%,0
